x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7
-1.265396352	1.636538688	2.3673018	1.07E+01	-1.7255135	-0.5900794	-6.32698176	-7.8607208	-1.265396352	-0.42261077	-1.265396352	-1.051468431	-1.265396352	-2.6236126
2.168955965	-1.774823027	5.084478	1.61E+02	-2.623091	-13.1596671	10.84477983	-7.5733383	2.168955965	3.0174892	2.168955965	2.411622138	2.168955965	0.8969545
1.207961998	-0.848576468	5.603981	2.72E+02	-6.951105	-34.7113369	6.03980999	-8.0076809	1.207961998	2.04780838	1.207961998	1.407193912	1.207961998	-0.1943423
-1.123108583	1.910745974	5.4384457	2.30E+02	-7.2238787	-58.1870198	-5.61554292	-2.6545326	-1.123108583	-0.17619924	-1.123108583	-0.388561844	-1.123108583	-0.9194684
-0.402884835	0.818182601	6.7985576	8.97E+02	-5.339318	-6.6349869	-2.01442418	-7.3087779	-0.402884835	0.45093961	-0.402884835	-0.133762628	-0.402884835	-1.5955182
-0.466655354	1.741822063	7.7666723	2.36E+03	-0.680751	14.8626843	-2.33327677	3.4395839	-0.466655354	0.60213632	-0.466655354	0.877303033	-0.466655354	1.5652198
0.779965118	1.060078458	9.3899826	1.20E+04	-4.6805472	-24.2645256	3.89982559	10.5005447	0.779965118	1.98997601	0.779965118	2.830019589	0.779965118	4.9301285
-0.083369066	0.568556876	9.9583155	2.11E+04	7.1565543	-61.4804786	-0.41684533	-6.4351524	-0.083369066	0.78792789	-0.083369066	0.273115696	-0.083369066	-1.0139148
0.253318514	1.061777025	11.1266593	6.80E+04	-9.0833767	-89.6117973	1.26659257	3.9386942	0.253318514	1.3320924	0.253318514	1.647187938	0.253318514	2.4349268
-0.028546755	1.336163652	11.9857266	1.60E+05	-1.1559985	1.2325045	-0.14273378	3.8452112	-0.028546755	1.04835747	-0.028546755	1.355974365	-0.028546755	2.1250166
-0.042870457	1.175751489	12.9785648	4.33E+05	5.9784969	-38.2093441	-0.21435229	1.6610129	-0.042870457	0.9903498	-0.042870457	1.123230832	-0.042870457	1.4554334
1.368602284	-0.771952927	14.6843011	2.38E+06	-7.5620148	-60.6594938	6.84301142	-5.041883	1.368602284	2.26776462	1.368602284	1.86441398	1.368602284	0.8560374
-0.225770986	1.177989943	14.8871145	2.92E+06	1.2189597	-11.0020484	-1.12885493	-0.597263	-0.225770986	0.76228375	-0.225770986	0.714502711	-0.225770986	0.5950501
1.516470604	-0.628628738	16.7582353	1.90E+07	-5.8693722	-34.8998074	7.58235302	-1.4019767	1.516470604	2.48843107	1.516470604	2.376272937	1.516470604	2.0958776
-1.548752804	2.773948618	16.2256236	1.11E+07	-7.449367	-63.3421133	-7.74376402	2.8149477	-1.548752804	-0.49245385	-1.548752804	-0.267258038	-1.548752804	0.2957315
0.58461375	0.266410748	18.2923069	8.80E+07	5.0661573	-42.345369	2.92306875	-1.8621938	0.58461375	1.54736987	0.58461375	1.398394372	0.58461375	1.0259556
0.123854244	1.266935111	19.0619271	1.90E+08	7.9009072	-66.2265995	0.61927122	4.8848669	0.123854244	1.22155158	0.123854244	1.612340937	0.123854244	2.5893143
0.215941569	0.634226088	20.1079708	5.40E+08	-2.5107445	2.8861282	1.07970784	-1.8729043	0.215941569	1.17848348	0.215941569	1.02865114	0.215941569	0.6540703
0.379639483	1.041445103	1.1898197	3.29E+00	3.3023039	-16.6586806	1.89819741	5.2635573	0.379639483	1.48491063	0.379639483	1.905995216	0.379639483	2.9587067
-0.502323453	1.08265265	1.7488383	5.75E+00	-8.1031868	-59.5819928	-2.51161727	-5.245885	-0.502323453	0.39275885	-0.502323453	-0.026911956	-0.502323453	-1.076089
-0.333207384	0.829145286	2.8333963	1.70E+01	-2.3206072	-21.5640451	-1.66603692	-6.3007762	-0.333207384	0.54077709	-0.333207384	0.036714994	-0.333207384	-1.2234403
-1.018575383	3.314991357	3.4907123	3.28E+01	-4.5123271	-20.9167156	-5.09287692	16.2051997	-1.018575383	0.30552861	-1.018575383	1.601944584	-1.018575383	4.8429845
-1.071791226	1.905048191	4.4641044	8.68E+01	6.2928008	-34.4052696	-5.35895613	-2.0842879	-1.071791226	-0.11347699	-1.071791226	-0.280220021	-1.071791226	-0.6970776
0.303528641	0.815762395	6.1517643	4.70E+02	-1.0296732	1.9513068	1.51764321	1.491138	0.303528641	1.3333514	0.303528641	1.452642437	0.303528641	1.75087
0.448209779	0.806418091	7.2241049	1.37E+03	6.2012871	-37.3991993	2.24104889	3.1828484	0.448209779	1.51186675	0.448209779	1.766494616	0.448209779	2.4030643
0.053004227	0.753483523	8.0265021	3.06E+03	6.2477902	-45.4419423	0.26502113	-2.4189031	0.053004227	1.00462616	0.053004227	0.811113914	0.053004227	0.3273333
0.922267468	0.28447735	9.4611337	1.29E+04	5.8868464	-43.1520043	4.61133734	2.5843102	0.922267468	1.97395367	0.922267468	2.18069849	0.922267468	2.6975605
2.050084686	-0.902498875	11.0250423	6.14E+04	-1.2033662	-11.6893782	10.25042343	1.8448226	2.050084686	3.08698114	2.050084686	3.234566949	2.050084686	3.6035315
-0.491031166	1.404878963	10.7544844	4.68E+04	5.0895032	-24.7265766	-2.45515583	-1.0769025	-0.491031166	0.48743078	-0.491031166	0.40127858	-0.491031166	0.1858981
-2.309168876	3.335286089	10.8454156	5.13E+04	2.5844226	-16.1539865	-11.54584438	0.3264652	-2.309168876	-1.30263957	-2.309168876	-1.276522359	-2.309168876	-1.2112293
1.005738524	-0.019365426	13.5028693	7.32E+05	4.203648	-22.5762312	5.02869262	-0.1703363	1.005738524	2.0023318	1.005738524	1.988704898	1.005738524	1.9546376
-0.709200763	2.560581522	13.6453996	8.44E+05	-9.9875045	-102.3111687	-3.54600381	10.6422595	-0.709200763	0.50364443	-0.709200763	1.355025187	-0.709200763	3.4834771
-0.688008616	1.391474178	14.6559957	2.32E+06	-0.4936685	18.1949114	-3.44004308	-3.7066805	-0.688008616	0.23785777	-0.688008616	-0.058676665	-0.688008616	-0.8000128
1.02557137	-0.463969877	16.5127857	1.48E+07	-5.5976223	-37.8528744	5.12785685	-5.4799813	1.02557137	1.91597174	1.02557137	1.477573236	1.02557137	0.381577
-0.284773007	1.299888367	16.8576135	2.09E+07	-2.4036692	-3.4237601	-1.42386504	0.188942	-0.284773007	0.71900583	-0.284773007	0.734121193	-0.284773007	0.7719096
-1.220717712	2.344910012	17.3896411	3.57E+07	2.2554201	-4.3073112	-6.10358856	1.5524037	-1.220717712	-0.18966964	-1.220717712	-0.065477338	-1.220717712	0.2450034
0.18130348	0.993305912	19.0906517	1.95E+08	-2.9640418	-18.4041102	0.9065174	2.1826174	0.18130348	1.22495583	0.18130348	1.399565219	0.18130348	1.8360887
-0.138891362	0.955545229	19.9305543	4.53E+08	-7.7772915	-61.1993441	-0.69445681	-2.2918267	-0.138891362	0.8152721	-0.138891362	0.631925971	-0.138891362	0.1735606
0.005764186	0.568905361	1.0028821	2.73E+00	-5.1276105	-11.8468813	0.02882093	-5.3166307	0.005764186	0.89943157	0.005764186	0.474101119	0.005764186	-0.589225
0.385280401	1.119993669	2.1926402	8.96E+00	3.3611117	-6.7820317	1.92640201	6.3159259	0.385280401	1.51159892	0.385280401	2.016872989	0.385280401	3.2800582
-0.370660032	1.230799877	2.81467	1.67E+01	-1.6470644	-2.3004919	-1.85330016	-1.7482519	-0.370660032	0.59437493	-0.370660032	0.454514774	-0.370660032	0.1048644
0.644376549	0.009418306	4.3221883	7.54E+01	5.7639167	-37.4477038	3.22188274	-4.3275643	0.644376549	1.55782526	0.644376549	1.211620117	0.644376549	0.3461073
-0.220486562	1.125974734	4.8897567	1.33E+02	-7.9427071	-83.6190685	-1.10243281	-1.1813978	-0.220486562	0.75588548	-0.220486562	0.661373654	-0.220486562	0.4250941
0.331781964	0.589347678	6.165891	4.76E+02	-1.3021452	9.6177901	1.65890982	-0.9858795	0.331781964	1.31206437	0.331781964	1.233194017	0.331781964	1.0360181
1.096839013	0.347129103	7.5484195	1.90E+03	9.6991396	-108.6797097	5.48419507	5.5496014	1.096839013	2.20783104	1.096839013	2.651799158	1.096839013	3.7617194
0.435181491	0.598713426	8.2175907	3.71E+03	7.8610223	-54.3961963	2.17590745	0.4236865	0.435181491	1.44365522	0.435181491	1.477550137	0.435181491	1.5622874
-0.325931586	1.6275531	8.8370342	6.88E+03	7.7293812	-40.6522983	-1.62965793	3.7702689	-0.325931586	0.74947379	-0.325931586	1.051095307	-0.325931586	1.8051491
1.148807618	-0.348524425	10.5744038	3.91E+04	-6.498947	-56.6752436	5.74403809	-2.4964601	1.148807618	2.09887842	1.148807618	1.89916161	1.148807618	1.3998696
0.993503856	0.092274268	11.4967519	9.84E+04	-7.3860862	-47.5364255	4.96751928	1.0722265	0.993503856	2.01494839	0.993503856	2.100726511	0.993503856	2.3151718
0.54839696	0.321728676	12.2741985	2.14E+05	3.0620385	-11.9980547	2.7419848	-1.6234296	0.54839696	1.51592837	0.54839696	1.386054004	0.54839696	1.0613681
0.238731735	0.799101676	13.1193659	4.99E+05	-3.1296706	-25.5162794	1.19365868	0.4729176	0.238731735	1.24819009	0.238731735	1.286023499	0.238731735	1.380607
-0.627906076	1.269760733	13.686047	8.79E+05	3.1351626	-24.9759208	-3.13953038	-4.4768168	-0.627906076	0.28255759	-0.627906076	-0.075587755	-0.627906076	-0.9709511
1.360652449	-0.884973062	15.6803262	6.45E+06	-3.5925352	-28.9216705	6.80326224	-6.5540077	1.360652449	2.2295723	1.360652449	1.705251682	1.360652449	0.3944501
-0.600259587	2.399144941	15.6998702	6.58E+06	-6.2461776	-44.3238	-3.00129794	9.9860669	-0.600259587	0.59946175	-0.600259587	1.398347105	-0.600259587	3.3955605
2.187332993	-0.947049464	18.0936665	7.21E+07	5.645886	-46.4935849	10.93666497	3.0035441	2.187332993	3.24740388	2.187332993	3.487687405	2.187332993	4.0883962
1.532610626	-1.033119171	18.7663053	1.41E+08	-8.1281003	-59.1868462	7.66305313	-6.2563568	1.532610626	2.40748349	1.532610626	1.906974945	1.532610626	0.6557036
-0.235700359	0.991233992	18.8821498	1.59E+08	-0.6644192	20.5596366	-1.1785018	-3.0558296	-0.235700359	0.70318305	-0.235700359	0.458716683	-0.235700359	-0.1524492
-1.0264209	1.552228866	19.4867895	2.90E+08	0.2301092	-12.923255	-5.1321045	-5.9274004	-1.0264209	-0.14496891	-1.0264209	-0.619160943	-1.0264209	-1.804641
